receiving_rate,received_packets_num,received_bytes,queuing_delay,delay,mini_seen_delay,delay_ratio,delay_avg_mini_diff,pkt_received_interval,pkt_received_jitter,pkt_loss_ratio,pkt_loss_num
112346.66666666667,12,8426,0.5834499994913749,19.583264986673992,18.999814987182617,1.0307081937316218,0.5834499994913749,5.0000060688365595,3.60553461359054,0.0,0
2748200.0,181,206115,0.8949285362199042,19.89474352340252,18.999814987182617,1.0471019605624385,0.894928536219905,5.3977900447107805,32.59818508996899,0.0,0
3996773.3333333335,253,299758,0.9634790070560015,19.96329399423862,18.999814987182617,1.0507099152126465,0.9634790070560013,2.276679743891177,1.709717074300542,0.0,0
1960386.6666666667,127,147029,0.8675200598580481,19.867335047040665,18.999814987182617,1.0456593951279676,0.8675200598580491,4.897637630072166,9.006027438532819,0.0,0
2177093.3333333335,143,163282,0.8361227810382843,19.8359377682209,18.999814987182617,1.0440068906777429,0.8361227810382843,4.363636870484252,5.871341001199468,0.0,0
1464013.3333333335,99,109801,8.610248565673828,19.61040496826172,11.00015640258789,1.7827387403008366,8.610248565673828,6.121211581759983,8.769482579979563,0.0,0
1386413.3333333335,92,103981,8.770902472806263,19.771058875394154,11.00015640258789,1.0405921788571006,0.7712438882115369,5.771740623142408,8.216971946443472,0.0,0
2831520.0,184,212364,8.961378873049558,19.96153527563745,11.00015640258789,1.0506173501743892,0.9617202884548322,3.717391387276028,11.742057798207481,0.0,0
1048600.0,68,78645,8.979052305221558,19.97920870780945,11.00015640258789,1.0515343447271996,0.9791553020477295,8.867645964902989,27.517104360120054,0.0,0
1481200.0,97,111090,8.868873119354248,19.86902952194214,11.00015640258789,1.045748578885947,0.8692145347595215,6.164948964856334,12.290483667848765,0.0,0
2366573.3333333335,155,177493,8.81468101784035,19.81483742042824,11.00015640258789,1.0428963352430243,0.815022433245622,3.9870969710811495,6.496737974919924,0.0,0
2875333.3333333335,185,215650,8.804870101640809,19.8050265042287,11.00015640258789,1.04237996620437,0.8052115170460832,3.281080400621569,3.3842607827608706,0.0,0
4163720.0,265,312279,8.962344129880272,19.962500532468162,11.00015640258789,1.0506681536601792,0.9626855452855437,2.2943397737898916,1.9550352172608152,0.0,0
4673466.666666667,297,350510,8.976582408875458,19.97673881146335,11.00015640258789,1.1098110612715035,1.976612926453583,2.074073862146448,1.6048566708204473,0.0,0
4280093.333333334,274,321007,8.89150400956472,19.89166041215261,11.00015640258789,1.0469396899691727,0.891845424969992,2.215328877859742,1.6288337025531263,0.0,0
4517893.333333334,286,338842,8.973332065524474,19.973488468112365,11.00015640258789,1.0512464716938872,0.9736734809297487,2.1713280177616574,1.7697238904310377,0.0,0
4751373.333333334,301,356353,8.974752973057463,19.974909375645353,11.00015640258789,1.0513212570291102,0.975094388462737,2.003322804092965,1.447992714119846,0.0,0
4996600.0,316,374745,9.099841117858887,20.099997520446777,11.00015640258789,1.0579049077060145,1.1001825332641602,1.920885677579083,1.4573558855097186,0.0,0
5244706.666666667,331,393353,9.24984091206601,20.2499973146539,11.00015640258789,1.0657997105926906,1.2501823274712818,1.8368581270523303,1.3808161147058706,0.0,0
5535946.666666667,351,415196,9.32272325115144,20.32287965373933,11.00015640258789,1.0696356605287611,1.323064666556715,1.749287982951542,1.3048632698145848,0.0,0
5780426.666666667,369,433532,9.339082205893366,20.339238608481256,11.00015640258789,1.0704966665308175,1.3394236212986403,1.653116246872155,1.1628332724543078,0.0,0
6019653.333333334,383,451474,9.622000835158609,20.6221572377465,11.00015640258789,1.0853872657001304,1.622342250563881,1.5796345145521835,1.1248284943124023,0.0,0
6324093.333333334,397,474307,9.574026196867557,20.574182599455447,11.00015640258789,1.0828622601501596,1.5743676122728298,1.531486246988215,0.9625020099444486,0.0,0
6581573.333333334,418,493618,9.755686351231166,20.755842753819056,11.00015640258789,1.0924234140080344,1.7560277666364386,1.449760637785259,0.8502262151346904,0.0,0
7009293.333333334,444,525697,9.760336228358891,20.760492630946782,11.00015640258789,1.384023162742599,5.760387726771978,1.3738741745819916,0.7235742085624282,0.0,0
4650173.333333334,297,348763,9.50562355601189,20.50577995859978,11.00015640258789,1.0792620861010014,1.505964971417164,2.053871700659344,3.3364946067111956,0.0,0
5064333.333333334,323,379825,9.650490222833096,20.650646625420986,11.00015640258789,1.0868867217576608,1.6508316382383703,1.8792573143454159,2.8230874950530795,0.0,0
7287546.666666667,458,546566,10.406542622871946,21.406699025459837,11.00015640258789,1.1266793408199458,2.40688403827722,1.3296942523473214,1.1450701080221362,0.0,0
4028426.666666667,258,302132,10.622063742743595,21.622220145331486,11.00015640258789,1.1380226681111347,2.62240515814887,2.348837002303249,4.751655279706723,0.0,0
4163933.3333333335,265,312295,10.430799867318761,21.430956269906652,11.00015640258789,1.1279560503280741,2.4311412827240364,2.305660607679835,4.090009070830262,0.0,0
6381640.0,398,478623,18.820628252896398,29.82078465548429,11.00015640258789,1.5695302651947693,10.82096966830167,1.527638291593772,2.0761336118133618,0.0,0
5089106.666666667,323,381683,9.187765569494875,20.187921972082766,11.00015640258789,1.0625325554854956,1.1881069849001489,1.8699685855546604,1.3656616767313596,0.0,0
4079000.0,262,305925,9.22731063908262,20.22746704167051,11.00015640258789,1.0646138952045625,1.2276520544878926,2.2328245730800482,3.762486243687511,0.0,0
3467920.0,220,260094,9.305014856544457,20.305171259132347,11.00015640258789,1.0687036306843163,1.3053562719497307,2.8772733428261494,5.013078332488674,0.0,0
3187520.0,206,239064,9.230177054244479,20.23033345683237,11.00015640258789,1.0647647606295045,1.230518469649753,2.9466013306552923,4.787388586364228,0.0,0
